name,rank2021,count2021,rank2020,count2020,rank2019,count2019,rank2018,count2018,rank2017,count2017,rank2016,count2016,rank2015,count2015,rank2014,count2014 ,rank2013 ,count2013 ,rank2012 ,count2012 ,rank2011 ,count2011 ,rank2010 ,count2010 ,rank2009 ,count2009 ,rank2008 ,count2008 ,rank2007 ,count2007 ,rank2006 ,count2006 ,rank2005 ,count2005 ,rank2004 ,count2004 ,rank2003 ,count2003 ,rank2002 ,count2002 ,rank2001 ,count2001 ,rank2000 ,count2000 ,rank1999 ,count1999 ,rank1998 ,count1998 ,rank1997 ,count1997 ,rank1996 ,count1996 ,,
Punit,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2220,5,[x],[x],[x],[x],2419,4,[x],[x],[x],[x],,
Puran,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4632,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Purav,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3651,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Qaasim,[x],[x],[x],[x],4702,3,3959,4,4812,3,4023,4,3908,4,4632,3,[x],[x],3039,6,3830,4,[x],[x],4527,3,[x],[x],3095,5,3385,4,1716,10,1596,10,1962,7,1799,7,1595,8,[x],[x],1664,7,1485,8,1761,6,1765,6,,
Qadar,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4052,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2943,3,[x],[x],[x],[x],[x],[x],,
Qadeer,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3225,3,3134,3,[x],[x],[x],[x],2419,4,[x],[x],[x],[x],,
Qadir,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2859,3,[x],[x],,
Qaim,3451,5,4608,3,[x],[x],[x],[x],[x],[x],4810,3,[x],[x],[x],[x],[x],[x],[x],[x],4647,3,[x],[x],[x],[x],[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Qais,2125,10,1935,11,3013,6,2693,7,1703,14,1804,13,2020,11,1630,14,1462,16,2117,10,2390,8,1551,15,1218,20,1511,14,1361,16,1545,12,1246,16,1222,15,1410,11,1411,10,1135,13,1703,7,1383,9,2419,4,1761,6,1458,8,,
Qaiser,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3134,3,[x],[x],[x],[x],2901,3,2859,3,2357,4,,
Qamar,4789,3,4608,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4685,3,[x],[x],[x],[x],4678,3,3227,5,[x],[x],[x],[x],[x],[x],3208,4,3651,3,[x],[x],3225,3,3134,3,[x],[x],1505,8,1367,9,[x],[x],1458,8,,
Qasam,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3036,3,2943,3,[x],[x],[x],[x],2863,3,,
Qasid,[x],[x],[x],[x],[x],[x],3959,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4432,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Qasim,751,45,706,47,874,34,646,54,684,51,774,42,719,46,605,58,581,61,588,60,681,47,552,62,627,51,613,51,567,54,543,54,417,70,477,55,398,66,397,58,406,56,339,74,359,64,369,61,318,76,329,73,,
Qassim,[x],[x],[x],[x],4702,3,[x],[x],[x],[x],[x],[x],4747,3,[x],[x],4685,3,[x],[x],3300,5,[x],[x],[x],[x],[x],[x],3589,4,[x],[x],3849,3,3651,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2337,4,[x],[x],,
Qays,[x],[x],[x],[x],3411,5,3412,5,[x],[x],4023,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4678,3,3744,4,4432,3,[x],[x],2870,5,3849,3,3651,3,[x],[x],2636,4,1595,8,2142,5,2097,5,2901,3,[x],[x],[x],[x],,
Qayyim,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4805,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Qazi,3990,4,3848,4,3937,4,[x],[x],[x],[x],3478,5,4747,3,[x],[x],4685,3,3416,5,2892,6,3865,4,3744,4,2507,7,[x],[x],[x],[x],3208,4,[x],[x],3467,3,2254,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Qendrim,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2943,3,[x],[x],[x],[x],[x],[x],,
Qi,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3822,4,3039,6,3300,5,4678,3,3227,5,3687,4,3095,5,[x],[x],2418,6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Qian,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4527,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Quade,3990,4,2960,6,4702,3,[x],[x],2324,9,4810,3,2483,8,2690,7,[x],[x],2721,7,4647,3,2400,8,[x],[x],4432,3,[x],[x],3385,4,3208,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2357,4,,
Quaid,[x],[x],[x],[x],4702,3,[x],[x],[x],[x],[x],[x],[x],[x],4632,3,2403,8,4805,3,4647,3,3332,5,[x],[x],3158,5,[x],[x],[x],[x],3849,3,[x],[x],3467,3,3225,3,2587,4,2142,5,2425,4,1642,7,2337,4,2863,3,,
Quan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4810,3,[x],[x],4632,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Quang,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3651,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2901,3,[x],[x],[x],[x],,
Quasim,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2859,3,[x],[x],,
Quazi,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2357,4,,
Qudus,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4432,3,[x],[x],[x],[x],3849,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Quentin,1184,23,1150,23,952,30,1455,17,968,31,1081,26,1279,20,1061,26,1404,17,1852,12,1398,17,2629,7,1568,14,1596,13,1756,11,2087,8,1456,13,1160,16,1326,12,1651,8,1379,10,1241,11,1383,9,761,21,1010,14,1168,11,,
Quhey,3017,6,2960,6,1869,12,3412,5,3449,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Quill,[x],[x],3334,5,3411,5,3011,6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Quillan,[x],[x],[x],[x],[x],[x],3412,5,[x],[x],[x],[x],4747,3,[x],[x],[x],[x],[x],[x],[x],[x],3865,4,[x],[x],[x],[x],3095,5,[x],[x],[x],[x],2304,6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Quin,3017,6,2228,9,3937,4,2445,8,2512,8,2804,7,3373,5,3362,5,4685,3,3416,5,[x],[x],3332,5,3227,5,[x],[x],4333,3,2538,6,3208,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Quincey,4789,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4747,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Quincy,1782,13,1314,19,1316,19,1533,16,1210,22,3079,6,1279,20,1630,14,2216,9,1669,14,2039,10,1801,12,1981,10,2097,9,1578,13,1280,16,1991,8,2304,6,1410,11,1322,11,1949,6,1330,10,2425,4,2419,4,2859,3,1591,7,,
Quinlan,1984,11,2960,6,1869,12,1991,11,2324,9,1704,14,2707,7,2248,9,1920,11,2117,10,1522,15,1911,11,2318,8,1511,14,1506,14,1545,12,2174,7,1878,8,1629,9,1519,9,2587,4,2142,5,2097,5,1188,11,[x],[x],2020,5,,
Quinley,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2901,3,[x],[x],[x],[x],,
Quinn,263,175,308,149,286,168,238,217,245,219,259,204,293,160,314,146,366,111,402,102,381,104,409,94,468,77,458,78,487,67,453,71,544,49,439,62,461,53,586,34,544,35,480,41,528,37,445,47,759,21,1235,10,,
Quinten,[x],[x],4608,3,2488,8,3412,5,3040,6,2175,10,3908,4,4632,3,[x],[x],[x],[x],3830,4,2941,6,[x],[x],4432,3,[x],[x],4052,3,3208,4,2578,5,[x],[x],[x],[x],3134,3,[x],[x],[x],[x],2901,3,2337,4,[x],[x],,
Quintin,3451,5,3848,4,2488,8,3959,4,3040,6,3079,6,4747,3,3362,5,3822,4,[x],[x],3830,4,2629,7,[x],[x],[x],[x],3589,4,[x],[x],[x],[x],[x],[x],3467,3,[x],[x],[x],[x],[x],[x],2425,4,2901,3,2859,3,2863,3,,
Quinton,1329,19,993,28,1113,24,897,33,1210,22,1271,21,1279,20,1819,12,1617,14,1962,11,1788,12,1911,11,2126,9,2507,7,2435,7,2870,5,3849,3,1878,8,2857,4,3225,3,[x],[x],1552,8,1505,8,1263,10,2337,4,2357,4,,
Quintus,[x],[x],3848,4,[x],[x],[x],[x],4812,3,[x],[x],[x],[x],[x],[x],4685,3,[x],[x],4647,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Quoc,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3315,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3849,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2901,3,[x],[x],1591,7,,
Qusai,3990,4,3848,4,[x],[x],[x],[x],2734,7,2804,7,[x],[x],2964,6,[x],[x],4805,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3651,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Qusay,[x],[x],4608,3,3937,4,[x],[x],4812,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4432,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
R'Mari,4789,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Ra'Ees,[x],[x],4608,3,[x],[x],[x],[x],4812,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2754,5,3009,4,[x],[x],2254,5,[x],[x],[x],[x],2943,3,[x],[x],[x],[x],[x],[x],,
Ra'Id,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4685,3,3416,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3651,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Ra'Nell,[x],[x],[x],[x],4702,3,[x],[x],[x],[x],[x],[x],3908,4,[x],[x],4685,3,3416,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raad,[x],[x],4608,3,3411,5,[x],[x],4812,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raafay,[x],[x],4608,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4527,3,[x],[x],[x],[x],3385,4,[x],[x],[x],[x],3467,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raafe,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4685,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raafi,[x],[x],3334,5,[x],[x],3011,6,4812,3,[x],[x],3908,4,[x],[x],[x],[x],3416,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raaghav,[x],[x],[x],[x],[x],[x],[x],[x],3996,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raahil,[x],[x],[x],[x],[x],[x],4749,3,3996,4,4023,4,[x],[x],3895,4,2660,7,3039,6,3300,5,1911,11,3227,5,3687,4,3095,5,[x],[x],[x],[x],2578,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raahim,4789,3,[x],[x],4702,3,[x],[x],3040,6,4810,3,2319,9,[x],[x],2660,7,[x],[x],[x],[x],3865,4,3744,4,[x],[x],3589,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raahul,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raaid,[x],[x],[x],[x],[x],[x],[x],[x],4812,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4527,3,[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raaj,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4527,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raajan,[x],[x],[x],[x],3937,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4685,3,3039,6,4647,3,3332,5,4527,3,3687,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raajveer,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3908,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raam,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4810,3,[x],[x],4632,3,4685,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raamis,[x],[x],[x],[x],4702,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raayan,[x],[x],[x],[x],4702,3,4749,3,[x],[x],[x],[x],4747,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Rab,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3849,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Rabah,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3830,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Rabbi,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2005,6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Rabi,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4632,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4432,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Rachid,[x],[x],[x],[x],[x],[x],3011,6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2578,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Rachit,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4632,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Racim,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4632,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Radan,[x],[x],[x],[x],4702,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Radek,3451,5,[x],[x],4702,3,[x],[x],4812,3,4810,3,[x],[x],[x],[x],3315,5,[x],[x],4647,3,3865,4,[x],[x],4432,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Radi,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4432,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Radin,3990,4,2960,6,3013,6,3011,6,3040,6,3079,6,2319,9,2459,8,2660,7,2721,7,4647,3,[x],[x],3227,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Radley,3990,4,2404,8,2104,10,1991,11,1627,15,2556,8,2319,9,1486,16,2660,7,2270,9,2892,6,2036,10,3227,5,2507,7,3095,5,1892,9,2754,5,2304,6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Radman,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Radomir,4789,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4747,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Radoslav,4789,3,3848,4,3013,6,2445,8,[x],[x],[x],[x],3908,4,4632,3,2660,7,3987,4,[x],[x],4678,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Radoslaw,[x],[x],[x],[x],3411,5,3011,6,4812,3,3079,6,3908,4,[x],[x],2660,7,3416,5,3830,4,3332,5,2544,7,3158,5,3095,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Radu,1860,12,2076,10,1316,19,1683,14,1923,12,1804,13,2483,8,3895,4,3822,4,4805,3,3830,4,3332,5,[x],[x],4432,3,[x],[x],4052,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Radvin,4789,3,[x],[x],[x],[x],2112,10,3449,5,3478,5,4747,3,[x],[x],4685,3,[x],[x],4647,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Radwan,3990,4,3848,4,3937,4,[x],[x],[x],[x],3478,5,3004,6,[x],[x],[x],[x],3039,6,4647,3,2941,6,3744,4,2276,8,2023,9,3385,4,1991,8,1878,8,2857,4,2005,6,3134,3,3036,3,[x],[x],[x],[x],[x],[x],2357,4,,
Rae,2730,7,3848,4,[x],[x],3959,4,3996,4,[x],[x],4747,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3744,4,[x],[x],[x],[x],2870,5,[x],[x],[x],[x],[x],[x],[x],[x],3134,3,[x],[x],[x],[x],[x],[x],[x],[x],2863,3,,
Raed,2730,7,2228,9,3013,6,2445,8,2512,8,2556,8,3908,4,3362,5,2954,6,2721,7,[x],[x],[x],[x],4527,3,4432,3,[x],[x],[x],[x],3849,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raeed,[x],[x],[x],[x],3937,4,4749,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3987,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raeef,[x],[x],[x],[x],[x],[x],3959,4,4812,3,[x],[x],[x],[x],3895,4,[x],[x],[x],[x],[x],[x],[x],[x],4527,3,4432,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Raees,771,43,723,45,616,59,702,49,635,56,698,49,977,30,1035,27,954,30,885,34,944,30,854,34,904,30,943,28,664,43,863,28,574,46,549,47,653,33,633,31,668,27,710,25,973,15,850,18,964,15,1040,13,,
